doc_id,doi,title,reaction_system,raw_reaction_system,confidence,rationale,evidence_terms,status
doc_2442,,10.1038/s41467-021-26124-y,CO2RR,CO2RR,0.94,"The abstract explicitly describes electroreduction of carbon dioxide to formate using an indium sulfide (Zn-stabilized) catalyst, reporting Faradaic efficiency and current density for CO2-to-formate conversion, indicating the paper's main reaction is CO2 electroreduction (CO2RR).","['carbon dioxide', 'CO2 electroreduction', 'reduce CO2 to formate', 'formate', 'Faradaic efficiency', '300 mA cm^-2']",ok
doc_2443,,10.1038/s41467-021-26315-7,other_reaction,other_reaction,0.93,"Abstract focuses on hydrogen evolution and water electrolysis catalysts (HER) for green hydrogen production, with no mention of CO2 or CO electroreduction. The main electrochemical reaction is hydrogen evolution, not CO2RR/CORR.","['hydrogen evolution', 'water electrolysis', 'hydrogen evolution reaction', 'HER', 'green hydrogen', 'overpotential', 'current density', 'hydrogen production']",ok
doc_2444,,10.1038/s41467-021-27118-6,other_reaction,other_reaction,0.95,"The abstract exclusively discusses hydrogen evolution reaction (HER) catalysts and performance in water electrolyzers (overpotentials at 500 mA cm^-2, acidic and alkaline electrolytes, water dissociation), indicating the paper's main electrochemical reaction is HER (water splitting) rather than CO2RR or CORR.","['hydrogen evolution reaction', 'HER', 'water electrolyzers', 'overpotential', 'water dissociation', 'acidic', 'alkaline', 'MoC–Mo2C electrode', 'hydrophilic porous surface']",ok
doc_2445,,10.1038/s41467-021-27456-5,CO2RR,CO2RR,0.93,"The abstract explicitly describes electrochemical conversion of CO2 into multicarbon (C2+) products (ethanol, ethylene) on a modified Ag–Cu catalyst, reports Faradaic efficiency and full-cell energy efficiency for C2+ formation, and discusses reaction pathways for CO2 reduction. This clearly indicates CO2 electroreduction as the main reaction system.","['CO2', 'electrochemical reduction', 'C2+', 'ethanol', 'ethylene', 'Faradaic efficiency', 'full-cell energy efficiency', 'Ag–Cu catalyst']",ok
doc_2446,,10.1038/s41467-021-27806-3,other_reaction,other_reaction,0.87,The abstract describes electrochemical oxidation of benzyl alcohol coupled to H2 production (alcohol electrooxidation / paired H2 generation) over Au/CoOOH catalysts. There is no mention of CO2 or CO electroreduction; the central reaction is organic alcohol oxidation and hydrogen evolution rather than CO2RR/CORR.,"['electrooxidation of benzyl alcohol', 'alcohol electrooxidation', 'coupled H2 production', 'Au/CoOOH catalyst', 'high current density']",ok
doc_2447,,10.1038/s41467-022-28147-5,other_reaction,other_reaction,0.9,"The abstract explicitly studies water electrolysis and electrolytic oxygen production under different gravitational fields (lunar to 8 g). This is electrochemical water splitting (OER/HER) rather than CO2 or CO reduction, so it is an electrochemical reaction other than CO2RR/CORR.","['water electrolysis', 'electrolytic oxygen production', 'gas-evolving electrolysis', 'electrolysis', 'oxygen production']",ok
doc_2448,,10.1038/s41467-022-28953-x,other_reaction,other_reaction,0.9,"Abstract clearly describes water electrolysis (hydrogen- and oxygen-evolving electrodes, cell voltages, energy efficiency, kWh/kg hydrogen). This is water splitting for hydrogen production, not CO2 or CO electroreduction.","['water electrolysis', 'hydrogen-evolving electrodes', 'oxygen-evolving electrodes', 'cell voltage', 'energy efficiency', 'kWh/kg hydrogen']",ok
doc_2449,,10.1038/s41467-022-29035-8,CO2RR,CO2RR,0.95,"The abstract explicitly describes electrocatalytic conversion of carbon dioxide into multi-carbon products, repeatedly uses the term CO2RR, reports Faradaic efficiencies for C2+ products and ethanol, and discusses operando studies of the catalyst under CO2 electroreduction conditions.","['carbon dioxide', 'CO2RR', 'convert carbon dioxide into multi-carbon products', 'C2+ products Faradaic efficiency', 'ethanol selectivity', 'operando XAS', 'electrocatalyst']",ok
doc_2450,,10.1038/s41467-022-29428-9,CO2RR,CO2RR,0.95,"The abstract explicitly describes electrochemical reduction of CO2 to multi-carbon products, particularly ethylene (C2H4) with reported Faradaic efficiencies and electrolyzer/flow-cell performance, indicating CO2 electroreduction as the central reaction.","['electrochemical reduction of CO2', 'C2H4', 'CO2 reduction', 'Faradaic efficiency', 'flow cell', 'membrane electrode assembly electrolyzer']",ok
doc_2451,,10.1038/s41467-022-29699-2,CO2RR,CO2RR,0.92,"The abstract repeatedly describes carbon dioxide electroreduction (CO2 reduction), mentions protecting oxide layers during CO2 electroreduction, achieving >90% formate selectivity, and discusses CO2 electroreduction properties of metal oxide systems. These indicate the paper's main reaction is CO2 electroreduction (CO2RR).","['CO2 electroreduction', 'CO2 reduction', 'formate selectivity', 'over 90% formate', 'C O 2 electroreduction', 'metal oxides as CO2 reduction electrocatalysts', 'BiCuSeO superlattices protecting active oxide during CO2 electroreduction']",ok
doc_2452,,10.1038/s41467-022-29866-5,other_reaction,other_reaction,0.87,"The abstract describes reversible protonic ceramic electrochemical cells focusing on the air electrode’s oxygen reduction and oxygen evolution activity and durability, with reported fuel cell and electrolysis mode performance. The central reactions are O2 reduction/evolution and steam electrolysis/H2 production rather than CO2 or CO electroreduction.","['oxygen reduction', 'oxygen evolution', 'electrolysis mode', 'fuel cell mode', 'protonic ceramic electrochemical cells', 'steam/water', 'air electrode', 'Faradaic efficiencies']",ok
doc_2453,,10.1038/s41467-022-29875-4,other_reaction,other_reaction,0.95,"The abstract explicitly states the work develops Mo-doped NiFe (oxy)hydroxide as an enhanced electrocatalyst towards the oxygen evolution reaction (OER). The focus is on lattice oxygen activity, oxygen vacancy formation, and shifting the reaction pathway for OER, indicating OER is the central electrochemical reaction rather than CO2RR or CORR.","['oxygen evolution reaction (OER)', 'Mo-doped NiFe (oxy)hydroxide', 'oxygen vacancy formation', 'metal-oxygen bond', 'electrocatalyst']",ok
doc_2454,,10.1038/s41467-022-29971-5,other_reaction,other_reaction,0.9,"The abstract describes thermocatalytic CO2 hydrogenation (using H2) to produce long-chain olefins over a Cu–Fe catalyst, mentioning reverse water–gas shift and iron carbides. It does not describe electrochemical CO2 reduction (CO2RR) or CO electroreduction (CORR) or an electrochemical cell, so the paper centers on a non-electrochemical catalytic reaction system.","['conversion of CO2 by renewable power-generated hydrogen', 'CO2 hydrogenation', 'ambient-pressure operation', 'Cu-Fe catalyst', 'reverse-water-gas-shift', 'iron carbides', 'C4+ olefins', 'hydrogen generation']",ok
doc_2455,,10.1038/s41467-022-30064-6,other_reaction,other_reaction,0.92,The abstract explicitly focuses on the oxygen evolution reaction (OER) in acidic media and water oxidation for hydrogen production using a Mn7.5O10Br3 OER catalyst. There is no mention of CO2 or CO electroreduction; the central electrochemical reaction is OER.,"['oxygen evolution reaction', 'OER', 'acidic electrolytes', 'overpotential', 'water oxidation', 'hydrogen production', 'OER catalyst', 'Mn7.5O10Br3']",ok
doc_2456,,10.1038/s41467-022-30337-0,other_reaction,other_reaction,0.87,"The abstract explicitly describes electrochemical oxygen reduction to hydrogen peroxide (H2O2) in acidic media and development of a PEM reactor for selective H2O2 generation. This is an oxygen reduction (ORR) process to produce H2O2, not CO2 or CO electroreduction.","['electrochemical oxygen reduction to hydrogen peroxide', 'H2O2', 'proton exchange membrane (PEM) electrode assembly', 'alkali metal cations', 'carbon black catalyst']",ok
doc_2457,,10.1038/s41467-022-30495-1,other_reaction,other_reaction,0.9,"The abstract describes paired electroreduction and electrooxidation of organic substrates using water as feedstock on Fe–Mo phosphide catalysts to produce value-added chemicals. There is no mention of CO2 or CO conversion; the reactions are organic electrosynthesis and water-derived H*/OH* chemistry, so this is an electrochemical reaction system other than CO2RR/CORR.","['paired electroreduction and electrooxidation of organics', 'water as a feedstock', 'organic electroreduction', 'organic electrooxidation', 'active H* species from water', 'OH* free radicals', 'paired electrolyzer', 'value-added chemicals']",ok
doc_2458,,10.1038/s41467-022-30677-x,CO2RR,CO2RR,0.95,"The abstract explicitly describes electrochemical reduction of CO2 to multi-carbon (C2+) products and discusses CO2-to-C2+ devices, CO2 crossover recovery, and ethylene energy intensity—indicating the paper's main reaction system is CO2 electroreduction (CO2RR).","['electrochemical reduction of CO2', 'CO2 to multi-carbon products (C2+)', 'CO2-to-C2+ devices', 'crossed-over CO2 recovery', 'CO2 catalysts', 'ethylene']",ok
doc_2459,,10.1038/s41467-022-31295-3,CO2RR,CO2RR,0.91,"The abstract explicitly describes a CO2 electrolyzer that converts (bi)carbonate back to CO2 near the cathode to enable formation of C2+ (multi-carbon) products, discusses single-pass CO2 utilization (SPU), and focuses on design of a catholyte layer and bipolar membrane to improve CO2 electroreduction performance. These details indicate the paper's main reaction is carbon dioxide electroreduction (CO2RR).","['CO2 electrolyzer', '(bi)carbonate converted back to CO2', 'single-pass CO2 utilization (SPU)', 'C2+ products', 'bipolar membrane (BPM)', 'catholyte layer', 'electrolyzers', 'regeneration rate']",ok
doc_2460,,10.1038/s41467-022-31406-0,other_reaction,other_reaction,0.9,"Abstract describes catalysts for anodic oxygen evolution in water splitting (OER) and performance in alkaline water electrolyzers. The focus is OER / water electrolysis, not CO2 or CO electroreduction.","['oxygen evolution', 'OER', 'water splitting', 'alkaline water electrolyzers', 'electrocatalyst for anodic oxygen evolution', '1 A cm^-2 at 1.8 V']",ok
doc_2461,,10.1038/s41467-022-31429-7,other_reaction,other_reaction,0.86,The paper focuses on water dissociation in bipolar membranes and optimization of BPM water electrolyzers that generate O2 and H2 (water electrolysis). No discussion of CO2 or CO electroreduction as the main reaction is present in the abstract.,"['water dissociation', 'bipolar membranes (BPMs)', 'water electrolyzers', 'O2', 'H2', 'cell voltage']",ok
doc_2462,,10.1038/s41467-022-32769-0,other_reaction,other_reaction,0.91,The paper describes electrocatalytic oxidation of cyclohexanone to adipic acid coupled with H2 production over a Ni(OH)2 catalyst. This is an organic electrooxidation reaction (electrochemical oxidation) rather than CO2 or CO electroreduction.,"['electrocatalytic oxidation', 'cyclohexanone', 'adipic acid', 'H2 production', 'Ni(OH)2', 'electrooxidation', 'flow electrolyzer']",ok
doc_2463,,10.1038/s41467-022-33049-7,CO2RR,CO2RR,0.93,"The abstract repeatedly describes electroreduction of carbon dioxide to carbon monoxide (CO), solar-driven CO2 reduction, and CO production in an electrolyzer, indicating CO2 electroreduction is the paper’s main reaction system.","['electroreduction of carbon dioxide to carbon monoxide', 'carbon monoxide production', 'CO2 reduction', 'solar-driven carbon dioxide reduction', 'PV-EC', 'Faradaic efficiency towards carbon monoxide']",ok
doc_2464,,10.1038/s41467-022-33145-8,CO2RR,CO2RR,0.9,"The abstract explicitly discusses carbon dioxide electrolysis and comparisons between integrated and gas-fed CO2 electrolysers, indicating CO2 electroreduction is the paper's central reaction system.","['carbon dioxide electrolysis', 'CO2 electrolysis', 'CO2 gas-fed electrolysers', 'integrated electrolyser', 'CO2 capture and subsequent conversion']",ok
doc_2465,,10.1038/s41467-022-33216-w,other_reaction,other_reaction,0.93,"The abstract explicitly discusses the hydrogen evolution reaction (HER), alkaline water electrolysis, and designing an electrocatalyst (IrMo) for alkaline water splitting. No mention of CO2 or CO electroreduction is present, so the central reaction is HER/water electrolysis rather than CO2RR/CORR.","['hydrogen evolution reaction', 'HER', 'water electrolysis', 'alkaline water electrolysis', 'alkaline electrolyzer', 'alkaline water splitting', 'IrMo electrocatalyst', 'water dissociation']",ok
doc_2466,,10.1038/s41467-022-33694-y,CO2RR,CO2RR,0.95,"The abstract repeatedly and explicitly discusses the electrochemical reduction of CO2 and a CO2 electrolyzer (e.g., “The electrochemical reduction of CO2,” “zero-gap CO2 electrolyzer,” and reports a Faraday efficiency for CO of 99%). The focus is on CO2 gas transport, water management, and salt precipitation in a CO2 electrolyzer, indicating the paper’s main reaction is CO2 electroreduction.","['electrochemical reduction of CO2', 'zero-gap CO2 electrolyzer', 'Faraday efficiency for CO of 99%', 'CO2 gas transport', 'gas-fed zero-gap electrolyzers', 'anion exchange membrane (AEM)']",ok
doc_2467,,10.1038/s41467-022-34121-y,other_reaction,other_reaction,0.93,"The abstract describes construction of electrodes for water electrolysis and focuses on hydrogen evolution at high current density (water splitting/HER), bubble detachment, and H2 production. There is no mention of CO2 or CO electroreduction.","['water electrolysis', 'hydrogen evolution', 'water splitting', 'H2 / HER']",ok
doc_2468,,10.1038/s41467-022-34884-4,other_reaction,other_reaction,0.85,"The abstract explicitly focuses on the electrochemical two-electron water oxidation reaction (2e-WOR) for anodic H2O2 production and discovery of catalysts (LaAlO3) for that process. No mention of CO2 or CO electroreduction appears; the central reaction is H2O2 generation via anodic water oxidation, which is an electrochemical reaction distinct from CO2RR/CORR.","['two-electron water oxidation (2e-WOR)', 'anodic 2e-WOR', 'H2O2 generation', 'LaAlO3 perovskite catalyst', 'overpotential at 10 mA cm−2', 'H2O2 Faradaic efficiency']",ok
doc_2469,,10.1038/s41467-022-34926-x,CO2RR,CO2RR,0.9,"The abstract repeatedly and explicitly describes photoelectrochemical CO2 reduction (CO2RR), reporting CO and C2+ product Faradaic efficiencies and solar-to-fuel metrics for CO2-to-products using Ag and Cu catalysts. The paper focuses on PEC CO2 reduction in flow cells, so CO2RR is the central reaction system.","['CO2 reduction', 'CO2RR', 'photoelectrochemical (PEC) reduction of CO2', 'CO2 to C2+ products', 'CO Faradaic efficiency', 'solar-to-fuel conversion']",ok
doc_2470,,10.1038/s41467-022-35073-z,other_reaction,other_reaction,0.86,"The abstract describes an electrochemical asymmetric cross-coupling between α-chloroesters and aryl bromides with alkyl radicals generated at the anode and a nickel catalyst reduced at the cathode. This is an organic electrochemical C–C bond-forming reaction, not CO2 or CO electroreduction, so it falls under 'other_reaction.'","['electrochemical asymmetric catalysis', 'asymmetric cross-coupling between α-chloroesters and aryl bromides', 'alkyl radicals generated at the anode', 'anodic oxidation', 'nickel catalyst reduced at the cathode', 'electrolytic method']",ok
doc_2471,,10.1038/s41467-022-35239-9,CO2RR,CO2RR,0.9,"The abstract explicitly describes direct electrochemical CO2 reduction in a triethylamine electrolyte, reports CO Faradaic efficiency and production of syngas, and discusses an electrolyzer and CO2 absorption — indicating CO2 electroreduction is the central reaction system.","['direct electrochemical CO2 reduction', 'CO Faradaic efficiency', 'syngas production', 'triethylamine supplied membrane electrode assembly electrolyzer', 'CO2 absorption from flue gas']",ok
doc_2472,,10.1038/s41467-022-35415-x,CO2RR,CO2RR,0.95,"The abstract explicitly and repeatedly describes electrochemical CO2 reduction to multicarbon (C2+) products, refers to CO2 electroreduction and CO2RR, and reports Faradaic efficiency, partial current density, and flow-cell electrolysis for CO2 conversion. This makes CO2RR the central reaction system.","['electrochemical CO2 reduction', 'CO2 electroreduction', 'CO2RR', 'multicarbon products', 'Faradaic efficiency', 'flow cell', 'C2+ production', 'K+ facilitates C-C coupling']",ok
doc_2473,,10.1038/s41467-022-35426-8,other_reaction,other_reaction,0.87,"The abstract explicitly focuses on the acidic oxygen evolution reaction (OER) for proton exchange membrane water electrolysis and hydrogen production, discussing OER activity, Ir/Co catalysts and benchmarking against IrO2. There is no mention of CO2 or CO electroreduction.","['oxygen evolution reaction', 'OER', 'water electrolysis', 'proton exchange membrane', 'acidic conditions', 'IrO2 benchmark', 'hydrogen production', 'electrocatalyst']",ok
doc_2474,,10.1038/s41467-022-35603-9,other_reaction,other_reaction,0.92,"The abstract focuses on development of an all-in-one membrane electrode assembly for alkaline water electrolysis and hydrogen production (alkaline electrolyser, OH- transfer channel, 30 wt% KOH, 1.57 V at 1000 mA cm−2). This is water electrolysis (HER/OER), not CO2 or CO reduction.","['alkaline water electrolysis', 'water electrolysis', 'hydrogen production', 'alkaline electrolyser', 'OH- transfer channel', '30 wt% KOH', '1.57 V at 1000 mA cm−2']",ok
doc_2475,,10.1038/s41467-023-35839-z,other_reaction,other_reaction,0.92,"The abstract describes direct electrosynthesis of hydrogen peroxide via the two-electron oxygen reduction reaction (2e- ORR) using single-site catalysts, with no mention of CO2 or CO electroreduction. The focus is on H2O2 production (2e- ORR/oxygen reduction), an electrochemical reaction distinct from CO2RR/CORR.","['two-electron oxygen reduction reaction', 'H2O2 electrosynthesis', 'OOH binding energy descriptor', 'oxygen reduction', 'Faradaic efficiencies for H2O2 production', 'industrial-relevant current densities for H2O2']",ok
doc_2476,,10.1038/s41467-023-35904-7,CO2RR,CO2RR,0.9,"The abstract explicitly describes building a kiloampere-scale molten carbonate electrolyzer to convert CO2 to carbon and oxygen and focuses on high-temperature molten-salt electrolysis and OER electrode design to enable CO2 electrolysis, indicating CO2 reduction/electrolysis is the paper's main reaction system.","['convert CO2 to carbon and oxygen', 'molten carbonate electrolyzer', 'CO2', 'molten carbonate electrolysis', 'high-temperature oxygen evolution reaction (HT-OER) electrode', 'molten-salt electrolyzers', 'electrolysis']",ok
doc_2477,,10.1038/s41467-023-35913-6,other_reaction,other_reaction,0.9,"The abstract explicitly describes work on Re-doped RuO2 for the acidic oxygen evolution reaction (OER), discussing activation of Ru sites, oxygen intermediates, adsorbate evolution mechanism, and S-number related to oxygen production. This identifies OER (water oxidation) as the central electrochemical reaction, not CO2RR or CORR.","['oxygen evolution reaction', 'OER', 'RuO2', 'Re dopants', 'adsorbate evolution mechanism', 'oxygen intermediates', 'Ru dissolution', 'S-number', 'acidic OER']",ok
doc_2478,,10.1038/s41467-023-35960-z,CO2RR,CO2RR,0.92,"Abstract explicitly describes electrochemical reduction of CO2 to CO (CO2-to-CO), reporting CO Faradaic efficiencies, CO* intermediates, and CO evolution rates using an Sb–Cu single-atom alloy catalyst. The focus is clearly on CO2 electroreduction rather than CO electroreduction or other reactions.","['CO2 reduction', 'CO2-to-CO', 'conversion of CO2 to CO', 'CO evolution', 'CO Faradaic efficiency', 'CO* intermediates', 'CO selectivity', 'partial current density for CO']",ok
doc_2479,,10.1038/s41467-023-36078-y,other_reaction,other_reaction,0.93,"The abstract repeatedly and explicitly describes the oxygen reduction reaction (ORR), specifically the 2-electron pathway for H2O2 electrosynthesis (2e^- ORR). There is no mention of CO2 or CO electroreduction; the focus is on ORR selectivity, activity, and catalyst design for H2O2 production.","['oxygen reduction reaction', 'ORR', '2e^- ORR', 'H2O2 electrosynthesis', 'HO2^-', 'alkaline electrolyte', '4e^- pathway', 'selectivity', 'antimony single atoms', 'flow cell']",ok
doc_2480,,10.1038/s41467-023-36142-7,other_reaction,other_reaction,0.88,"The abstract describes replacing the oxygen evolution reaction with the partial oxidation of formaldehyde to formate (an organic oxidation) and producing H2 at both anode and cathode using a Cu3Ag7 electrocatalyst. There is no mention of CO2 or CO electroreduction. The central electrochemical process is an anodic organic oxidation coupled with hydrogen evolution, not CO2RR/CORR.","['partial oxidation of formaldehyde to formate', 'replace OER', 'formal-dehyde hydration intermediate', 'Cu3Ag7 electrocatalyst', 'produce H2 at both anode and cathode', 'two-electrode electrolyzer Cu3Ag7||Ni3N/Ni', '200% Faradaic efficiency']",ok
doc_2481,,10.1038/s41467-023-36380-9,other_reaction,other_reaction,0.92,"The abstract explicitly focuses on Ru-based acidic oxygen evolution (OER) electrocatalysts and polymer electrolyte membrane water electrolysis (PEMWE), describing the oxygen evolution half-reaction for hydrogen production. This is OER/water electrolysis rather than CO2 or CO electroreduction.","['oxygen evolution', 'OER', 'water electrolysis', 'PEMWE', 'Ru-based electrocatalysts', 'anode', 'hydrogen production']",ok
doc_2482,,10.1038/s41467-023-36411-5,CORR,CORR,0.92,"The abstract explicitly states the work demonstrates catalysts for the electrochemical reduction of carbon monoxide (CO electroreduction) and reports Faradaic efficiencies and long-term electrolysis for CO electroreduction in flow cells and an MEA electrolyzer. CO binding characterization is also developed, indicating the paper’s primary focus is CORR. CO2RR is mentioned as background context but the experiments center on CO feed conversion.","['electrochemical reduction of carbon monoxide', 'CO electroreduction', 'CO binding strength', 'CO electroreduction in a microfluidic flow cell', '100 cm2 membrane electrode assembly (MEA) electrolyzer for CO electroreduction']",ok
doc_2483,,10.1038/s41467-023-36710-x,non_reaction,non_reaction,0.9,The abstract describes development of covalent organic framework (COF) photocatalysts for photocatalytic uranium extraction from seawater and discusses excited-state charge separation and photocatalytic performance. There is no mention of CO2 or CO electroreduction or any electrochemical CO/CO2 conversion; the focus is on photocatalysis and materials design rather than an electrochemical reaction system.,"['COF photocatalysts', 'photocatalytic uranium extraction', 'natural seawater', 'photocatalytic', 'excited state electron utilization']",ok
doc_2484,,10.1038/s41467-023-36711-w,other_reaction,other_reaction,0.93,"The abstract focuses on ion-conducting membranes and preferential K+ transport and demonstrates application in an alkaline zinc-iron flow battery (zinc-coordinated membrane). The work centers on membrane design for batteries and ion separations, not on CO2 or CO electroreduction.","['K+ transference number', 'zinc-coordinated polybenzimidazole membrane', 'alkaline zinc-iron flow battery', 'ion-selective membranes', 'ion transport']",ok
doc_2485,,10.1038/s41467-023-36926-x,CO2RR,CO2RR,0.92,"The abstract explicitly discusses electrochemical CO2 reduction (CO2RR) to ethylene and ethanol, C–C coupling for C2+ products, CO2 utilization, single-pass CO2-to-C2+ yield, and performance metrics (C2+ and ethylene Faradaic efficiencies) in a CO2RR flow-cell electrolyzer, indicating the paper’s main reaction is CO2 electroreduction.","['electrochemical CO2 reduction', 'CO2RR', 'CO2-to-C2+', 'ethylene', 'ethanol', 'C–C coupling', 'CO* binding', 'Faradaic efficiency', 'flow cell electrolyzer', 'CO2 utilization']",ok
doc_2486,,10.1038/s41467-023-37008-8,other_reaction,other_reaction,0.9,"The abstract exclusively focuses on the oxygen evolution reaction (OER) in acidic media (for H2 production via water electrolysis), describing catalyst design, OER activity metrics (overpotential, stability), and mechanistic pathways (lattice oxygen mediated mechanism). CO2 or CO electroreduction are only mentioned peripherally as applications; the central electrochemical reaction is OER.","['oxygen evolution reaction', 'OER', 'overpotential', 'water electrolysis', 'acidic media', 'H2 production', 'Ru–O–Rh active sites', 'oxygen vacancy', 'lattice oxygen mediated mechanism']",ok
doc_2487,,10.1038/s41467-023-37273-7,other_reaction,other_reaction,0.9,"The abstract describes electrosynthesis of ammonia via nitrate reduction (NO3^- to NH3) using a bipolar membrane reactor and a Co nanoarray cathode. The focus is on nitrate-to-ammonia electroreduction and membrane/ionic balance at high current densities, not CO2 or CO electroreduction.","['nitrate reduction', 'ammonia', 'NH3', 'NO3^-', 'electrosynthesis', 'bipolar membrane nitrate reduction', 'nitrate reduction process', 'Co three-dimensional nanoarray cathode', 'Faradaic efficiency']",ok
doc_2488,,10.1038/s41467-023-37520-x,CO2RR,CO2RR,0.95,"The abstract repeatedly describes CO2 electrolysis/CO2 electrolysers, use of CO2 as carbon feedstock, and product selectivity between CO and C2+ (e.g., C2H4) on Cu catalysts, indicating the paper's main reaction is carbon dioxide electroreduction (CO2RR).","['CO2 electrolysis', 'CO2 electrolysers', 'CO2', 'CO or C2+ products', 'C2H4', 'copper catalysts', 'cation effects in catholyte-free cells']",ok
doc_2489,,10.1038/s41467-023-37618-2,other_reaction,other_reaction,0.94,The abstract describes hydrazine oxidation reaction (as an anodic substitute for OER) and hydrogen evolution reaction (HER) for hydrogen production. There is no mention of CO2 or CO electroreduction; the focus is hydrazine oxidation and HER/electrolyzer performance.,"['hydrazine oxidation reaction', 'hydrazine electrochemical utilization rate', 'hydrazine fuel cell', 'hydrogen evolution reactions', 'hydrogen production', 'oxygen evolution reaction (OER) substitute']",ok
doc_2490,,10.1038/s41467-023-37665-9,other_reaction,other_reaction,0.93,"The abstract focuses on the oxygen evolution reaction (OER) in water electrolyzers and development of Ru-based electrocatalysts for OER in acidic media; it addresses water electrolysis and hydrogen production, not CO2 or CO electroreduction.","['oxygen evolution reaction', 'OER', 'water electrolyzer', 'water electrolyser', 'hydrogen production', 'Ru electrocatalysts', 'acidic media', 'pyrochlores']",ok
doc_2491,,10.1038/s41467-023-37679-3,CO2RR,CO2RR,0.92,"The abstract explicitly describes electrochemical CO2 conversion/reduction to formate, repeatedly referencing CO2 reduction and CO2RR. The work focuses on CO2 electroreduction (to formate) coupled with biomass electrooxidation, so the main reaction system is CO2RR.","['CO2 reduction', 'CO2 conversion', 'CO2 electrochemical reduction reaction', 'CO2RR', 'formate', 'electroreduction']",ok
doc_2492,,10.1038/s41467-023-37898-8,CO2RR,CO2RR,0.92,"The abstract explicitly discusses performing CO2 reduction (CO2R) in acidic conditions, suppression of hydrogen evolution to promote CO2 reduction, promotion of C–C coupling and formation of multicarbon products (ethylene, C2+), and reports Faradaic and energy efficiencies for ethylene and multicarbon products—making CO2 electroreduction the central reaction.","['CO2 reduction', 'CO2R', 'acidic conditions', 'electrodeposited Cu catalyst', 'C–C coupling', 'CO residence time', 'ethylene', 'C2+', 'faradaic efficiency', 'hydrogen evolution reaction']",ok
doc_2493,,10.1038/s41467-023-38138-9,other_reaction,other_reaction,0.8,"The abstract describes a photoelectrochemical triphase electrode platform and the proof-of-concept application specifically reports large enhancements in the production rate and selectivity for methane conversion. While CO2 reduction is mentioned among possible applications, the experimental focus is methane conversion rather than CO2RR or CORR, so the central reaction is an electrochemical methane conversion (i.e., not CO2RR/CORR).","['methane conversion', 'photoelectrochemical gas/liquid conversion', 'PEC devices', 'carbon dioxide reduction mentioned as one of many examples']",ok
doc_2494,,10.1038/s41467-023-38213-1,other_reaction,other_reaction,0.95,"The abstract describes development of a Zn-doped RuO2 electrocatalyst for the oxygen evolution reaction (OER) in acidic media and discusses water electrolysis/H2 generation. The main reaction system is OER (water oxidation), not CO2 or CO electroreduction.","['oxygen evolution reaction', 'OER', 'water splitting', 'water electrolysis', 'H2 generation', 'RuO2', 'acidic conditions']",ok
doc_2495,,10.1038/s41467-023-38497-3,CO2RR,CO2RR,0.95,"The abstract explicitly describes acidic CO2-to-HCOOH electrolysis and repeatedly refers to CO2 reduction, CO2RR, formic acid (HCOOH) production, and CO2 reduction intermediates. The work focuses on catalysts for selective electrochemical CO2 reduction to formic acid.","['CO2-to-HCOOH electrolysis', 'acidic CO2', 'HCOOH', 'CO2 reduction', 'CO2RR', 'electrochemical CO2 reduction reaction', 'formic acid', 'suppressing HER']",ok
doc_2496,,10.1038/s41467-023-38524-3,CO2RR,CO2RR,0.94,"The abstract explicitly describes high-rate electrolysis of CO2 to C2+ products and alcohols, discusses CO2 electrolysis/CO2 reduction (CO2RR), Faradaic efficiencies, gas diffusion electrodes and catalysts for CO2 conversion. The work is centered on electrocatalytic CO2 reduction.","['CO2 electrolysis', 'CO2 reduction', 'electrocatalytic CO2 reduction (CO2RR)', 'C2+ Faradaic efficiency', 'C2+ alcohols', 'gas diffusion electrode (GDE)', 'flow cell']",ok
doc_2497,,10.1038/s41467-023-38963-y,CO2RR,CO2RR,0.94,"The abstract explicitly describes electrochemical carbon dioxide conversion/reduction (CO2 to CH4), discusses CO2 mass transport from bicarbonate, in-situ Cu activation, Faradaic efficiencies for CH4, and current densities—all indicating CO2 electroreduction to methane as the paper's main reaction.","['CO2', 'carbon dioxide reduction', 'ECR', 'CO2-to-CH4', 'CH4', 'methane', 'Faradaic efficiency', 'bicarbonate', 'in-situ generated CO2', 'copper (Cu) electrodes', 'current density']",ok
doc_2498,,10.1038/s41467-023-39153-6,both,both,0.9,"Abstract explicitly studies both CO and CO2 electroreduction (referred to as CO/CO2 electroreduction, COxRR), compares CORR and CO2RR pathways, and analyzes CO intermediates and methanol production for both feed gases—showing both reaction systems are central.","['CO/CO2 electroreduction', 'COxRR', 'CORR', 'CO2RR', 'CO intermediate', 'methanol Faradaic efficiency', 'membrane electrode assembly electrolyzer', 'single-Co-atom catalyst']",ok
doc_2499,,10.1038/s41467-023-39351-2,CO2RR,CO2RR,0.95,"The abstract explicitly focuses on electrochemical conversion/electroreduction of CO2 to ethylene and ethanol, discusses *CO and *H intermediates, C2+ product selectivity, Faradaic efficiencies, and current densities — all indicating CO2 reduction is the main reaction system.","['CO2 electroreduction', 'electrochemical conversion of carbon dioxide', '*CO', '*H', 'ethylene', 'ethanol', 'C2+ products', 'Faradaic efficiency', 'partial current density']",ok
